doc_id,Question,Answer,source_file,medical_category,complexity,question_length,answer_length
604,What causes Microhydranencephaly ?,"What causes microhydranencephaly? In many cases, the exact, underlying cause of microhydranencephaly is unknown. There are reports of families in which the condition is caused by changes (mutations) in the NDE1 gene. In these rare cases, more than one family member (often a pair of siblings) had the condition.",Genetic_and_Rare_DiseasesQA,Genetics,Moderate,34,311
605,What are the treatments for Pigmented purpuric eruption ?,"What treatment is available for pigmented purpuric eruption? There is no treatment that has been proven to be beneficial for people with pigmented purpuric eruption. However, some treatments have been reported to improve this condition, including pentoxifylline, aminaphtone, and photochemotherapy (PUVA).",Genetic_and_Rare_DiseasesQA,Genetics,Moderate,57,305
606,What causes Nance-Horan syndrome ?,"What causes Nance-Horan syndrome? Nance-Horan syndrome is caused by a mutation in the NHS gene, which is located on the X chromosome. Some patients have losses (deletions) of part of the chromosome X short arm (p) within the region involving the NHS gene and other genes that are located in this region. These patients may have more problems and the problems may be more serious.",Genetic_and_Rare_DiseasesQA,Genetics,Moderate,34,379
607,Is Benign schwannoma inherited ?,"Are schwannomas inherited? Most schwannomas are not inherited. The vast majority of schwannomas occur by chance (sporadically) and as a single tumor. In these cases, people typically do not have affected family members. Around 5-10% of people develop multiple schwannomas. In these cases, the schwannomas may be due to an inherited condition which can be passed from parent to child. For example, neurofibromatosis type 2 and schwannomatosis are two conditions known to cause multiple schwannomas. Both of these conditions are inherited in an autosomal dominant manner. This means that to be affected, a person only needs a change (mutation) in one copy of the responsible gene in each cell. In some cases, an affected person inherits the mutation from an affected parent. Other cases may result from new (de novo) mutations in the gene. These cases occur in people with no history of the disorder in their family. A person with neurofibromatosis type 2 or schwannomatosis has a 50% chance with each pregnancy of passing along the altered gene to his or her child.",Genetic_and_Rare_DiseasesQA,Genetics,Very Complex,32,1064
608,What are the symptoms of Mollaret meningitis ?,"What are the symptoms of Mollaret meningitis? The symptoms of Mollaret meningitis are the same as those found in other types of meningitis. In Mollaret meningitis, however, the symptoms are recurring and are often accompanied by long-term irregularity of the nervous system. Common symptoms of meningitis may include: High fever Severe headache Nausea Vomiting Stiff neck Photophobia (sensitivity to light) Altered mental state",Genetic_and_Rare_DiseasesQA,Genetics,Moderate,46,427
609,How to diagnose Geniospasm ?,"How might hereditary geniospasm be diagnosed? Although we were unable to locate laboratories offering genetic testing for hereditary geniospasm, the condition can be diagnosed on the basis of a clinical evaluation performed by a health care professional such as a neurologist who specializes in movement disorders.",Genetic_and_Rare_DiseasesQA,Genetics,Moderate,28,314
610,What causes Relapsing polychondritis ?,"What causes relapsing polychondritis? The exact underlying cause of relapsing polychondritis (RP) is unknown. However, scientists suspect that it is an autoimmune condition. It it thought that RP occurs when the body's immune system mistakenly attacks its own cartilage and other tissues. In general, autoimmune conditions are complex traits that are associated with the effects of multiple genes in combination with lifestyle and environmental factors. There is also evidence to suggest that some people may be born with a genetic susceptibility to RP. Studies have found that people with RP are roughly twice as likely as those without this condition to carry a certain genetic allele called HLA-DR4. ""HLA"" stands for human leukocyte antigen, which is an important part of our immune system and plays a role in resistance and predisposition (risk) to disease. However, HLA genes are not solely responsible for specific diseases but instead may simply contribute along with other genetic or environmental factors to disease risk. Thus, many people with HLA-DR4 will never develop RP.",Genetic_and_Rare_DiseasesQA,Genetics,Very Complex,38,1084
611,Is Peters plus syndrome inherited ?,"How is Peters plus syndrome inherited? Peters plus syndrome is inherited in an autosomal recessive fashion, which means that an individual needs to inherit two disease-causing mutations of the B3GALTL gene-one from each parent-in order to have symptoms of the condition. Parents of individuals with the condition typically do not show signs and symptoms of Peters plus syndrome.",Genetic_and_Rare_DiseasesQA,Genetics,Moderate,35,378
612,What are the symptoms of Lattice corneal dystrophy type 3A ?,"What are the signs and symptoms of Lattice corneal dystrophy type 3A? The Human Phenotype Ontology provides the following list of signs and symptoms for Lattice corneal dystrophy type 3A. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Autosomal dominant inheritance - Corneal erosion - Lattice corneal dystrophy - Reduced visual acuity - Visual impairment - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",Genetic_and_Rare_DiseasesQA,Genetics,Very Complex,60,1475
613,What causes Proud syndrome ?,"What causes Proud syndrome? Proud syndrome is caused by changes (mutations) in the ARX gene, which encodes a protein that regulates the activity of other genes. This protein is especially important during early embryonic development since it is thought to be involved in the formation of many different body structures such as the pancreas, testes, brain, and muscles used for movement (skeletal muscles). For example, the protein helps regulate the process by which cells mature to carry out specific functions (differentiation) within the pancreas, testes, and muscles. In the developing brain, it plays many different roles such as assisting with the movement of neurons to their final locations. Specific changes in the ARX gene impair the function of the protein, which may disrupt the normal development of many different parts of the body. This can lead to the many signs and symptoms associated with Proud syndrome.",Genetic_and_Rare_DiseasesQA,Genetics,Complex,28,923
614,What are the treatments for Microcephalic osteodysplastic primordial dwarfism type 1 ?,"How might microcephalic osteodysplastic primordial dwarfism type 1 (MOPD1) be treated? At this time there are no specific treatments for MOPD1. Treatment is generally supportive. The prognosis is poor for affected individuals, with most of the reported patients dying within the first year of life.",Genetic_and_Rare_DiseasesQA,Genetics,Moderate,86,298
615,What is (are) Brody myopathy ?,"Brody disease is a type of myopahty or ""disease of muscle."" Signs and symptoms include difficulty relaxing muscles and muscle stiffness following exercise. The condition tends to be inherited in an autosomal recessive fashion. Some cases of Brody disease are caused by mutations in a gene called ATP2A1, for other cases the underlying genetic defect has not been identified.",Genetic_and_Rare_DiseasesQA,Genetics,Moderate,30,374
616,What is (are) Septo-optic dysplasia ?,"Septo-optic dysplasia is a disorder of early brain development. The signs and symptoms vary from person to person; however, underdevelopment (hypoplasia) of the optic nerve, abnormal formation of structures along the midline of the brain, and pituitary hypoplasia are the characteristic findings. Recurring seizures, delayed development, and abnormal movements may be present in some people with septo-optic dysplasia. Although the exact cause of septo-optic dysplasia is unknown, it is believed that both genetic and environmental factors play a role. Viruses, medications, and blood flow disruption have all been suggested as possible environmental causes. Thus far, three genes (HESX1, OTX2, and SOX2) have been associated with septo-optic dysplasia. Typically, people do not have a family history of septo-optic dysplasia. However, there have been a few cases in which multiple family members have been diagnosed. Familial cases may follow an autosomal recessive or autosomal dominant pattern of inheritance.",Genetic_and_Rare_DiseasesQA,Genetics,Very Complex,37,1012
617,What is (are) Pulmonary alveolar microlithiasis ?,"Pulmonary alveolar microlithiasis is a disorder in which tiny fragments (microliths) of calcium phosphate gradually accumulate in the small air sacs (alveoli) of the lungs. These deposits eventually cause widespread damage to the alveoli and surrounding lung tissue (interstitial lung disease). People with this disorder may also develop a persistent cough and difficulty breathing (dyspnea), especially during physical exertion. Chest pain that worsens when coughing, sneezing, or taking deep breaths is another common feature. People with pulmonary alveolar microlithiasis may also develop calcium phosphate deposits in other organs and tissue of the body. Though the course of the disease can be variable, many cases slowly progress to lung fibrosis, respiratory failure, or cor pulmonale. The only effective therapy is lung transplantation. In some cases, pulmonary alveolar microlithiasis is caused by mutations in the SLC34A2 gene and inherited in an autosomal recessive manner.",Genetic_and_Rare_DiseasesQA,Genetics,Complex,49,984
618,What are the symptoms of De Sanctis-Cacchione syndrome ?,"What are the signs and symptoms of De Sanctis-Cacchione syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for De Sanctis-Cacchione syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Areflexia - Ataxia - Autosomal recessive inheritance - Cerebellar atrophy - Choreoathetosis - Conjunctivitis - Cutaneous photosensitivity - Defective DNA repair after ultraviolet radiation damage - Dermal atrophy - Ectropion - Entropion - Gonadal hypoplasia - Hyporeflexia - Intellectual disability - Keratitis - Mental deterioration - Microcephaly - Olivopontocerebellar atrophy - Photophobia - Poikiloderma - Sensorineural hearing impairment - Severe short stature - Spasticity - Telangiectasia - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",Genetic_and_Rare_DiseasesQA,Genetics,Very Complex,56,1843
619,What are the symptoms of MORM syndrome ?,"What are the signs and symptoms of MORM syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for MORM syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Autosomal recessive inheritance - Cataract - Childhood-onset truncal obesity - Delayed speech and language development - Intellectual disability, moderate - Micropenis - Retinal dystrophy - Truncal obesity - Visual impairment - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",Genetic_and_Rare_DiseasesQA,Genetics,Very Complex,40,1540
620,"What is (are) Camurati Engelmann disease, type 2 ?","Camurati-Engelmann disease is a genetic condition that mainly affects the bones. People with this disease have increased bone density, particularly affecting the long bones of the arms and legs. In some cases, the skull and hip bones are also affected. The thickened bones can lead to pain in the arms and legs, a waddling walk, muscle weakness, and extreme tiredness. The age at which affected individuals first experience symptoms varies greatly; however, most people with this condition develop pain or weakness by adolescence. Camurati-Engelmann disease is caused by a mutation in the TGFB1 gene which is inherited in an autosomal dominant fashion. In some instances, people have the gene mutation that causes Camurati-Engelmann disease but never develop the characteristic features of this condition. In others, features are present, but a mutation cannot be identified. These cases are referred to as Camurati-Engelmann disease type II. Treatment for Camurati-Engelman disease depends on many factors including the signs and symptoms present in each person and the severity of the condition.",Genetic_and_Rare_DiseasesQA,Genetics,Very Complex,50,1097
621,What is (are) Cowden syndrome ?,"Cowden syndrome is an inherited condition that is characterized primarily by multiple, noncancerous growths (called hamartomas) on various parts of the body. It is considered part of the PTEN Hamartoma Tumor Syndrome spectrum which also includes Bannayan-Riley-Ruvalcaba syndrome and Proteus syndrome. People affected by Cowden syndrome are also at an increased risk of developing certain types of cancer, such as breast, thyroid and endometrial (lining of the uterus) cancer. Most cases are caused by changes (mutations) in the PTEN gene and are inherited in an autosomal dominant manner. Management typically includes high-risk screening for associated tumors and/or prophylactic surgeries.",Genetic_and_Rare_DiseasesQA,Genetics,Complex,31,692
622,What is (are) Microcephaly ?,"Microcephaly is a rare neurological condition in which a person's head is significantly smaller than expected based on standardized charts. Some cases of microcephaly are detected at birth, while others develop in the first few years of life. Some children with microcephaly have normal intelligence and development. However, microcephaly can be associated with seizures; developmental delay; intellectual disability; problems with movement and balance; feeding difficulties; hearing loss; and/or vision problems depending on the severity of the condition. Because the growth of the skull is determined by brain growth, the condition often occurs when the brain fails to grow at a normal rate. This may be caused by a variety of genetic abnormalities; exposure to certain viruses (i.e. rubella, toxoplasmosis, and cytomegalovirus), drugs, alcohol, or toxic chemicals during pregnancy; untreated maternal PKU during pregnancy; and/or severe malnutrition during pregnancy. Although there is no treatment for microcephaly, early intervention may help enhance development and improve quality of life.",Genetic_and_Rare_DiseasesQA,Genetics,Very Complex,28,1096
623,What is (are) Non 24 hour sleep wake disorder ?,"Non 24 hour sleep wake disorder refers to a steady pattern of one- to two-hour delays in sleep onset and wake times in people with normal living conditions. This occurs because the period of the person's sleep-wake cycle is longer than 24 hours. The condition most commonly affects people who are blind, due to an impaired sense of light-dark cycles. Non 24 hour sleep wake disorder can also affect sighted people. The cause of the disorder in these cases is incompletely understood, but studies suggest melatonin levels play a role.",Genetic_and_Rare_DiseasesQA,Genetics,Complex,47,533
624,What are the symptoms of Immunodeficiency with hyper IgM type 2 ?,"What are the signs and symptoms of Immunodeficiency with hyper IgM type 2? The Human Phenotype Ontology provides the following list of signs and symptoms for Immunodeficiency with hyper IgM type 2. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Autosomal recessive inheritance - IgA deficiency - IgG deficiency - Immunodeficiency - Impaired Ig class switch recombination - Lymphadenopathy - Recurrent bacterial infections - Recurrent infection of the gastrointestinal tract - Recurrent respiratory infections - Recurrent upper and lower respiratory tract infections - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",Genetic_and_Rare_DiseasesQA,Genetics,Very Complex,65,1685
625,What is (are) Cerebellar degeneration ?,"Cerebellar degeneration refers to the deterioration of neurons in the cerebellum (the area of the brain that controls muscle coordination and balance). Conditions that cause cerebellar degeneration may also affect other areas of the central nervous system, such as the spinal cord, the cerebral cortex, and the brain stem. Signs and symptoms of cerebellar degeneration may include a wide-based, uncoordinated walk; a back and forth tremor in the trunk of the body; uncoordinated movements of the arms and legs; slow and slurred speech; and nystagmus. Cerebellar degeneration can be caused by a variety of factors including inherited gene changes (mutations), chronic alcohol abuse, and paraneoplastic disorders. Treatment for cerebellar degeneration varies depending on the underlying cause.",Genetic_and_Rare_DiseasesQA,Genetics,Complex,39,791
626,What are the symptoms of Glaucoma 3 primary infantile B ?,"What are the signs and symptoms of Glaucoma 3 primary infantile B? The Human Phenotype Ontology provides the following list of signs and symptoms for Glaucoma 3 primary infantile B. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Autosomal recessive inheritance - Primary congenital glaucoma - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",Genetic_and_Rare_DiseasesQA,Genetics,Very Complex,57,1410
627,What is (are) Wiedemann-Steiner syndrome ?,"Wiedemann-Steiner syndrome is a rare genetic condition characterized by distinctive facial features, hairy elbows, short stature, and intellectual disability. This condition is caused by changes (mutations) in the KMT2A gene (also known as the MLL gene). It is inherited in an autosomal dominant manner. Most cases result from new (de novo) mutations that occur only in an egg or sperm cell, or just after conception. Treatment is symptomatic and supportive and may include special education classes and speech and occupational therapies aimed at increasing motor functioning and language.",Genetic_and_Rare_DiseasesQA,Genetics,Complex,42,589
628,How to diagnose Apert syndrome ?,"How is Apert syndrome diagnosed? Is genetic testing needed to confirm the diagnosis? Apert syndrome and the other conditions associated with FGFR-related craniosynostosis were clinically defined long before the molecular basis of this group of disorders was discovered. Apert syndrome can be diagnosed primarily based on the following clinical findings: Turribrachycephalic skull shape (cone-shaped or towering skull) which is observable clinically and can be confirmed by skull radiograph or head CT examination; Characteristic facial features including moderate-to-severe underdevelopment of the midface, bulging and wide-set eyes, beaked nose, underdeveloped jaw and shallow eye sockets; Variable hand and foot findings such as syndactyly of the fingers and toes and polydactyly. While clinical findings are suggestive of Apert syndrome, molecular genetic testing can help to confirm the diagnosis. Fibroblast growth factor receptor type 2 (FGFR2) sequence analysis is highly sensitive for Apert syndrome. More than 98% of cases are caused by a specific mutation in the 7th exon of the gene encoding FGFR2. The remaining cases are due to another specific mutation in or near exon 9 of FGFR2. GeneTests lists laboratories offering clinical genetic testing for this condition. Clinical genetic tests are ordered to help diagnose a person or family and to aid in decisions regarding medical care or reproductive issues. Talk to your health care provider or a genetic professional to learn more about your testing options.",Genetic_and_Rare_DiseasesQA,Genetics,Very Complex,32,1521
629,How to diagnose Diabetic mastopathy ?,"How is diabetic mastopathy diagnosed? The diagnosis of diabetic mastopathy should be considered in patients with long-standing insulin-dependent diabetes and a firm, mobile breast mass. Initial imaging may include mammography and ultrasound. While these methods can help to further differentiate the mass, they cannot provide a specific diagnosis of diabetic mastopathy with confident exclusion of malignancy. Magnetic resonance imaging (MRI) is unlikely to add additional information. Current practice dictates that a core biopsy (utilizing a needle to remove a small cylinder of tissue) be performed for a definitive diagnosis. Biopsy results demonstrate lymphocytic lobulitis and ductitis, glandular atrophy (wasting), perivascular inflammation (vasculitis), dense keloid fibrosis (scarring), and epithelioid fibroblasts.",Genetic_and_Rare_DiseasesQA,Genetics,Complex,37,824
630,What is (are) Pilomatrixoma ?,"Pilomatrixoma is a benign (non-cancerous) skin tumor of the hair follicle (structure in the skin that makes hair). They tend to develop in the head and neck area and are usually not associated with any other signs and symptoms (isolated). Rarely, pilomatrixomas can become cancerous (known as a pilomatrix carcinoma). Although they can occur in people of all ages, pilomatrixomas are most commonly diagnosed in people under age 20. The exact underlying cause is not well understood; however, somatic changes (mutations) in the CTNNB1 gene are found in most isolated pilomatrixomas. Rarely, pilomatrixomas occur in people with certain genetic syndromes such as Gardner syndrome, myotonic dystrophy, and Rubinstein-Taybi syndrome; in these cases, affected people usually have other characteristic signs and symptoms of the associated condition. They are usually treated with surgical excision.",Genetic_and_Rare_DiseasesQA,Genetics,Complex,29,891
631,What are the symptoms of Congenital anosmia ?,"What are the signs and symptoms of Congenital anosmia? The Human Phenotype Ontology provides the following list of signs and symptoms for Congenital anosmia. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Anosmia - Autosomal dominant inheritance - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",Genetic_and_Rare_DiseasesQA,Genetics,Very Complex,45,1365
632,What is (are) Hartnup disease ?,"Hartnup disease is a metabolic disorder characterized by abnormal transport of certain amino acids in the kidney and gastrointestinal system. It is a type of aminoaciduria. The condition may be diagnosed based on the results of newborn screening tests. Most people with the condition have no symptoms (asymptomatic). For those who do show symptoms, the onset of the disease is usually between the ages of 3 and 9; occasionally the disease may present in adulthood. Mental development is usually normal, though a few cases with intellectual impairment have been reported. The signs and symptoms of Hartnup disease incude skin photosensitivity, neurologic findings, psychiatric symptoms, and ocular (eye) findings. Hartnup disease is caused by mutations in the SLC6A19 gene and is inherited in an autosomal recessive manner.[1][2] People with Hartnup disease may benefit from a high-protein diet, protection from sunlight, vitamin supplementation, and avoidance of certain drugs/medications. In some cases, treatment with nicotinamide supplements and tryptophan ethyl ester may be indicated.",Genetic_and_Rare_DiseasesQA,Genetics,Very Complex,31,1089
633,Is Chronic progressive external ophthalmoplegia inherited ?,"Is chronic progressive external ophthalmoplegia inherited? Chronic progressive external ophthalmoplegia (CPEO) can be inherited, or it can occur sporadically (due to a new mutation in an individual with no history of the condition in the family). CPEO is considered a ""mitochondrial disorder."" This is because all the genetic mutations that can cause CPEO ultimately result in dysfunction of the mitochondria, which are structures in our cells that produce energy required for normal cell function. While most of our DNA is located in the cell's center (nuclear DNA), some of our DNA is located within the mitochondria (mitochondrial DNA). CPEO can be caused by mutations in any of several genes, which may be located in mitochondrial DNA or nuclear DNA. It has different inheritance patterns depending on the gene involved in the affected individual. Unlike nuclear DNA which is inherited from both the mother and the father, mitochondrial DNA is inherited from only the mother. In CPEO, the affected mitochondria (i.e., the ones carrying the mutations) are found only in the skeletal muscle cells. These mitochondrial DNA mutations are almost always sporadic (occurring by chance for the first time in the affected individual). Nuclear gene mutations that cause CPEO may be inherited in an autosomal recessive or autosomal dominant manner, depending on the gene involved. The risk for other family members to be affected depends on the genetic cause and the inheritance pattern in the family.",Genetic_and_Rare_DiseasesQA,Genetics,Very Complex,59,1494
634,What are the treatments for Sclerosing mesenteritis ?,"How might sclerosing mesenteritis be treated? Treatment for sclerosing mesenteritis is most often based on the stage of the disease. In the early stage when fat necrosis predominates, many physicians tend not to treat because the disease process may regress spontaneously. When chronic inflammation becomes a prominent feature but fibrosis is not yet fully developed, medical treatment with corticosteroids, colchicine, immunosuppressants, or orally administered progesterone may be beneficial in the prevention of disease progression. These medications are only given for a short period since they can cause serious side effects. Some studies have shown that patients with sclerosing mesenteritis may benefit from a drug combination of tamoxifen and prednisone. When fibrosis becomes extensive, especially when the disease presents as a large fibrotic mass with bowel obstruction, surgical interventions may be necessary.",Genetic_and_Rare_DiseasesQA,Genetics,Complex,53,922
635,What are the symptoms of Schimke X-linked mental retardation syndrome ?,"What are the signs and symptoms of Schimke X-linked mental retardation syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Schimke X-linked mental retardation syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Choreoathetosis - External ophthalmoplegia - Growth delay - Hearing impairment - Intellectual disability - Postnatal microcephaly - Spasticity - X-linked inheritance - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",Genetic_and_Rare_DiseasesQA,Genetics,Very Complex,71,1542
636,What are the symptoms of Steatocystoma multiplex with natal teeth ?,"What are the signs and symptoms of Steatocystoma multiplex with natal teeth? The Human Phenotype Ontology provides the following list of signs and symptoms for Steatocystoma multiplex with natal teeth. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Neoplasm of the skin 90% Hypermelanotic macule 50% Nephrolithiasis 50% Recurrent cutaneous abscess formation 50% Congenital, generalized hypertrichosis 7.5% Abnormality of the nail - Autosomal dominant inheritance - Natal tooth - Steatocystoma multiplex - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",Genetic_and_Rare_DiseasesQA,Genetics,Very Complex,67,1622
637,What are the symptoms of Hashimoto's encephalitis ?,"What are the signs and symptoms of Hashimoto's encephalitis? The symptoms of Hashimoto's encephalitis can vary among affected people. They most often include sudden or subacute onset of confusion with alteration of consciousness. Some affected people have multiple, recurrent episodes of neurological deficits with cognitive dysfunction. Others experience a more progressive course characterized by slowly progressive cognitive impairment with dementia, confusion, hallucinations, or sleepiness. In some cases, rapid deterioration to coma can occur. In addition to confusion and mental status changes, symptoms may include seizures and myoclonus (muscle jerking) or tremor. Psychosis, including visual hallucinations and paranoid delusions, has also been reported.",Genetic_and_Rare_DiseasesQA,Genetics,Complex,51,764
638,What is (are) Cerebral autosomal recessive arteriopathy with subcortical infarcts and leukoencephalopathy ?,"Cerebral autosomal recessive arteriopathy with subcortical infarcts and leukoencephalopathy, commonly known as CARASIL, is an inherited condition that causes stroke and other impairments. This progressive condition is characterized by muscle stiffness, mood and personality changes, dementia, memory loss, alopecia of the scalp, and attacks of low back pain. CARASIL is caused by mutations in the HTRA1 gene. It is inherited in an autosomal recessive pattern.",Genetic_and_Rare_DiseasesQA,Genetics,Moderate,107,459
639,What are the symptoms of Bietti crystalline corneoretinal dystrophy ?,"What are the signs and symptoms of Bietti crystalline corneoretinal dystrophy? The Human Phenotype Ontology provides the following list of signs and symptoms for Bietti crystalline corneoretinal dystrophy. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Severe Myopia 5% Abnormality of blood and blood-forming tissues - Autosomal recessive inheritance - Chorioretinal atrophy - Constriction of peripheral visual field - Marginal corneal dystrophy - Progressive night blindness - Progressive visual loss - Retinal degeneration - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",Genetic_and_Rare_DiseasesQA,Genetics,Very Complex,69,1644
640,Is Barrett esophagus inherited ?,"Is Barrett esophagus inherited? Barrett esophagus usually occurs sporadically in people with no family history of the condition. In rare cases, it can affect more than one family member; however, it is unclear whether these cases are due to common environmental exposures or an inherited predisposition (or a combination of the two). One study found that some people with Barrett esophagus who go on to develop esophageal adenocarcinoma have changes (mutations) in the MSR1, ASCC1, and/or CTHRC1 genes. However, additional studies are needed to confirm these findings.",Genetic_and_Rare_DiseasesQA,Genetics,Complex,32,568
